FluencyBank,010,0,NO
FluencyBank,010,1,NO
FluencyBank,010,10,NO
FluencyBank,010,11,NO
FluencyBank,010,12,YES
FluencyBank,010,13,NO
FluencyBank,010,14,NO
FluencyBank,010,15,NO
FluencyBank,010,16,NO
FluencyBank,010,17,YES
FluencyBank,010,18,NO
FluencyBank,010,19,NO
FluencyBank,010,2,NO
FluencyBank,010,20,NO
FluencyBank,010,21,NO
FluencyBank,010,22,YES
FluencyBank,010,23,NO
FluencyBank,010,24,NO
FluencyBank,010,25,NO
FluencyBank,010,26,NO
FluencyBank,010,27,NO
FluencyBank,010,28,NO
FluencyBank,010,29,NO
FluencyBank,010,3,NO
FluencyBank,010,30,NO
FluencyBank,010,31,NO
FluencyBank,010,32,NO
FluencyBank,010,33,NO
FluencyBank,010,34,NO
FluencyBank,010,35,NO
FluencyBank,010,36,NO
FluencyBank,010,37,NO
FluencyBank,010,38,NO
FluencyBank,010,39,NO
FluencyBank,010,4,NO
FluencyBank,010,40,NO
FluencyBank,010,41,NO
FluencyBank,010,42,NO
FluencyBank,010,43,NO
FluencyBank,010,44,NO
FluencyBank,010,45,NO
FluencyBank,010,46,NO
FluencyBank,010,47,NO
FluencyBank,010,48,NO
FluencyBank,010,49,NO
FluencyBank,010,5,NO
FluencyBank,010,50,NO
FluencyBank,010,51,NO
FluencyBank,010,52,NO
FluencyBank,010,53,NO
FluencyBank,010,54,YES
FluencyBank,010,55,NO
FluencyBank,010,56,NO
FluencyBank,010,57,YES
FluencyBank,010,58,NO
FluencyBank,010,59,NO
FluencyBank,010,6,NO
FluencyBank,010,60,NO
FluencyBank,010,61,NO
FluencyBank,010,62,NO
FluencyBank,010,63,NO
FluencyBank,010,64,NO
FluencyBank,010,65,NO
FluencyBank,010,66,NO
FluencyBank,010,67,NO
FluencyBank,010,68,NO
FluencyBank,010,69,NO
FluencyBank,010,7,YES
FluencyBank,010,70,NO
FluencyBank,010,71,NO
FluencyBank,010,72,NO
FluencyBank,010,73,NO
FluencyBank,010,74,NO
FluencyBank,010,75,NO
FluencyBank,010,76,NO
FluencyBank,010,77,NO
FluencyBank,010,78,NO
FluencyBank,010,79,NO
FluencyBank,010,8,NO
FluencyBank,010,80,NO
FluencyBank,010,81,NO
FluencyBank,010,82,NO
FluencyBank,010,83,NO
FluencyBank,010,84,NO
FluencyBank,010,85,NO
FluencyBank,010,86,NO
FluencyBank,010,87,NO
FluencyBank,010,88,NO
FluencyBank,010,89,NO
FluencyBank,010,9,NO
FluencyBank,010,90,YES
FluencyBank,010,91,NO
FluencyBank,010,92,NO
FluencyBank,010,93,NO
FluencyBank,010,94,NO
FluencyBank,010,95,NO
FluencyBank,010,96,NO
FluencyBank,010,97,NO
FluencyBank,010,98,NO
FluencyBank,010,99,NO
FluencyBank,016,0,NO
FluencyBank,016,1,NO
FluencyBank,016,10,NO
FluencyBank,016,100,NO
FluencyBank,016,101,YES
FluencyBank,016,102,NO
FluencyBank,016,103,NO
FluencyBank,016,104,NO
FluencyBank,016,105,NO
FluencyBank,016,106,NO
FluencyBank,016,107,NO
FluencyBank,016,108,NO
FluencyBank,016,109,NO
FluencyBank,016,11,NO
FluencyBank,016,110,NO
FluencyBank,016,111,NO
FluencyBank,016,112,NO
FluencyBank,016,113,NO
FluencyBank,016,114,NO
FluencyBank,016,12,NO
FluencyBank,016,13,NO
FluencyBank,016,14,NO
FluencyBank,016,15,NO
FluencyBank,016,16,NO
FluencyBank,016,17,NO
FluencyBank,016,18,NO
FluencyBank,016,19,NO
FluencyBank,016,2,NO
FluencyBank,016,20,NO
FluencyBank,016,21,NO
FluencyBank,016,22,NO
FluencyBank,016,23,NO
FluencyBank,016,24,NO
FluencyBank,016,25,NO
FluencyBank,016,26,NO
FluencyBank,016,27,NO
FluencyBank,016,28,NO
FluencyBank,016,29,NO
FluencyBank,016,3,NO
FluencyBank,016,30,NO
FluencyBank,016,31,NO
FluencyBank,016,32,NO
FluencyBank,016,33,NO
FluencyBank,016,34,NO
FluencyBank,016,35,NO
FluencyBank,016,36,NO
FluencyBank,016,37,NO
FluencyBank,016,38,NO
FluencyBank,016,39,NO
FluencyBank,016,4,NO
FluencyBank,016,40,NO
FluencyBank,016,41,NO
FluencyBank,016,42,NO
FluencyBank,016,43,NO
FluencyBank,016,44,NO
FluencyBank,016,45,NO
FluencyBank,016,46,NO
FluencyBank,016,47,NO
FluencyBank,016,48,NO
FluencyBank,016,49,NO
FluencyBank,016,5,NO
FluencyBank,016,50,NO
FluencyBank,016,51,NO
FluencyBank,016,52,NO
FluencyBank,016,53,NO
FluencyBank,016,54,NO
FluencyBank,016,55,NO
FluencyBank,016,56,NO
FluencyBank,016,57,NO
FluencyBank,016,58,NO
FluencyBank,016,59,NO
FluencyBank,016,6,NO
FluencyBank,016,60,NO
FluencyBank,016,61,NO
FluencyBank,016,62,NO
FluencyBank,016,63,NO
FluencyBank,016,64,NO
FluencyBank,016,65,NO
FluencyBank,016,66,NO
FluencyBank,016,67,NO
FluencyBank,016,68,NO
FluencyBank,016,69,NO
FluencyBank,016,7,NO
FluencyBank,016,70,NO
FluencyBank,016,71,NO
FluencyBank,016,72,NO
FluencyBank,016,73,NO
FluencyBank,016,74,NO
FluencyBank,016,75,NO
FluencyBank,016,76,NO
FluencyBank,016,77,NO
FluencyBank,016,78,NO
FluencyBank,016,79,NO
FluencyBank,016,8,NO
FluencyBank,016,80,NO
FluencyBank,016,81,NO
FluencyBank,016,82,NO
FluencyBank,016,83,NO
FluencyBank,016,84,NO
FluencyBank,016,85,NO
FluencyBank,016,86,NO
FluencyBank,016,87,NO
FluencyBank,016,88,NO
FluencyBank,016,89,NO
FluencyBank,016,9,NO
FluencyBank,016,90,NO
FluencyBank,016,91,NO
FluencyBank,016,92,NO
FluencyBank,016,93,NO
FluencyBank,016,94,NO
FluencyBank,016,95,NO
FluencyBank,016,96,NO
FluencyBank,016,97,NO
FluencyBank,016,98,NO
FluencyBank,016,99,NO
FluencyBank,017,0,NO
FluencyBank,017,1,NO
FluencyBank,017,10,NO
FluencyBank,017,11,NO
FluencyBank,017,12,NO
FluencyBank,017,13,NO
FluencyBank,017,14,NO
FluencyBank,017,15,NO
FluencyBank,017,16,NO
FluencyBank,017,17,NO
FluencyBank,017,18,NO
FluencyBank,017,19,NO
FluencyBank,017,2,NO
FluencyBank,017,20,NO
FluencyBank,017,21,NO
FluencyBank,017,22,NO
FluencyBank,017,23,NO
FluencyBank,017,24,NO
FluencyBank,017,25,NO
FluencyBank,017,26,NO
FluencyBank,017,27,NO
FluencyBank,017,28,NO
FluencyBank,017,29,NO
FluencyBank,017,3,NO
FluencyBank,017,30,NO
FluencyBank,017,31,NO
FluencyBank,017,32,NO
FluencyBank,017,33,NO
FluencyBank,017,34,NO
FluencyBank,017,35,NO
FluencyBank,017,36,NO
FluencyBank,017,37,NO
FluencyBank,017,38,NO
FluencyBank,017,39,NO
FluencyBank,017,4,NO
FluencyBank,017,40,NO
FluencyBank,017,41,NO
FluencyBank,017,42,NO
FluencyBank,017,43,NO
FluencyBank,017,44,NO
FluencyBank,017,45,NO
FluencyBank,017,46,NO
FluencyBank,017,47,NO
FluencyBank,017,48,NO
FluencyBank,017,49,NO
FluencyBank,017,5,NO
FluencyBank,017,50,NO
FluencyBank,017,51,NO
FluencyBank,017,52,NO
FluencyBank,017,53,NO
FluencyBank,017,54,YES
FluencyBank,017,55,NO
FluencyBank,017,56,NO
FluencyBank,017,57,NO
FluencyBank,017,58,NO
FluencyBank,017,59,YES
FluencyBank,017,6,NO
FluencyBank,017,60,NO
FluencyBank,017,61,NO
FluencyBank,017,62,NO
FluencyBank,017,63,NO
FluencyBank,017,64,NO
FluencyBank,017,65,NO
FluencyBank,017,7,NO
FluencyBank,017,8,NO
FluencyBank,017,9,NO
FluencyBank,019,0,NO
FluencyBank,019,1,NO
